abbreviation,text,location,label
SA,Clinical presentation of SA included volume and calculated,3,surface area
SA,Analysis of SA demonstrated cm2 with cm2,2,surface area
SA,Research on SA identified cm2 and size patterns,2,surface area
SA,Analysis of SA demonstrated measurement with calculated,2,surface area
SA,Monitoring SA showed cm2 and size progression,1,surface area
SA,Medical report documented SA with ratio and calculated,3,surface area
SA,Treatment for SA included apneic and episodes interventions,2,sleep apnea
SA,Screening for SA revealed apneic and obstructive signs,2,sleep apnea
SA,Medical report documented SA with snoring and snoring,3,sleep apnea
SA,Patient with SA showing apneic and apneic findings,2,sleep apnea
SA,Medical report documented SA with breathing and snoring,3,sleep apnea
SA,Medical report documented SA with breathing and breathing,3,sleep apnea
SA,The SA case exhibited obstructive and episodes characteristics,1,sleep apnea
SA,Investigation into SA found episodes with breathing evidence,2,sleep apnea
SA,The SA diagnosis revealed apneic with episodes present,1,sleep apnea
SA,Clinical presentation of SA included breathing and obstructive,3,sleep apnea
SA,SA assessment showed snoring and episodes indicators,0,sleep apnea
SA,Treatment for SA included obstructive and CPAP interventions,2,sleep apnea
SA,Analysis of SA demonstrated obstructive with obstructive,2,sleep apnea
SA,Medical report documented SA with obstructive and obstructive,3,sleep apnea
SA,Patient with SA showing episodes and CPAP findings,2,sleep apnea
SA,SA assessment showed breathing and CPAP indicators,0,sleep apnea
SA,Investigation into SA found episodes with apneic evidence,2,sleep apnea
SA,Patient with SA showing obstructive and obstructive findings,2,sleep apnea
SA,SA assessment showed snoring and snoring indicators,0,sleep apnea
SA,Monitoring SA showed breathing and breathing progression,1,sleep apnea
SA,Clinical presentation of SA included snoring and snoring,3,sleep apnea
SA,Treatment for SA included snoring and obstructive interventions,2,sleep apnea
SA,Medical report documented SA with CPAP and obstructive,3,sleep apnea
SA,Research on SA identified breathing and CPAP patterns,2,sleep apnea
SA,Patient with SA showing CPAP and breathing findings,2,sleep apnea
SA,Investigation into SA found breathing with snoring evidence,2,sleep apnea
SA,Treatment for SA included apneic and obstructive interventions,2,sleep apnea
SA,Study examined SA patients with obstructive and snoring,2,sleep apnea
SA,SA assessment showed CPAP and obstructive indicators,0,sleep apnea
SA,Investigation into SA found apneic with apneic evidence,2,sleep apnea
SA,Analysis of SA demonstrated snoring with obstructive,2,sleep apnea
SA,Screening for SA revealed obstructive and episodes signs,2,sleep apnea
SA,Patient with SA showing snoring and breathing findings,2,sleep apnea
SA,Analysis of SA demonstrated apneic with snoring,2,sleep apnea
SA,Study examined SA patients with obstructive and obstructive,2,sleep apnea
SA,Study examined SA patients with CPAP and apneic,2,sleep apnea
SA,Investigation into SA found CPAP with apneic evidence,2,sleep apnea
SA,Screening for SA revealed snoring and obstructive signs,2,sleep apnea
SA,Research on SA identified apneic and apneic patterns,2,sleep apnea
SA,The SA case exhibited obstructive and apneic characteristics,1,sleep apnea
SA,Treatment for SA included obstructive and obstructive interventions,2,sleep apnea
SA,Screening for SA revealed apneic and breathing signs,2,sleep apnea
SA,Clinical presentation of SA included breathing and breathing,3,sleep apnea
SA,Investigation into SA found apneic with CPAP evidence,2,sleep apnea
SA,The SA case exhibited episodes and apneic characteristics,1,sleep apnea
SA,Analysis of SA demonstrated CPAP with snoring,2,sleep apnea
SA,Treatment for SA included episodes and episodes interventions,2,sleep apnea
SA,SA assessment showed breathing and snoring indicators,0,sleep apnea
SA,Research on SA identified episodes and apneic patterns,2,sleep apnea
SA,Medical report documented SA with obstructive and breathing,3,sleep apnea
SA,The SA diagnosis revealed snoring with episodes present,1,sleep apnea
SA,Screening for SA revealed episodes and episodes signs,2,sleep apnea
SA,SA assessment showed CPAP and apneic indicators,0,sleep apnea
SA,Screening for SA revealed obstructive and obstructive signs,2,sleep apnea
SA,SA assessment showed episodes and apneic indicators,0,sleep apnea
SA,Patient with SA showing breathing and episodes findings,2,sleep apnea
SA,Clinical presentation of SA included obstructive and snoring,3,sleep apnea
SA,Evaluation of SA detected snoring and episodes markers,2,sleep apnea
SA,Medical report documented SA with obstructive and CPAP,3,sleep apnea
SA,The SA diagnosis revealed obstructive with snoring present,1,sleep apnea
SA,Investigation into SA found snoring with snoring evidence,2,sleep apnea
SA,Analysis of SA demonstrated CPAP with breathing,2,sleep apnea
SA,Diagnosis of SA confirmed obstructive and breathing features,2,sleep apnea
SA,Clinical presentation of SA included apneic and episodes,3,sleep apnea
SA,Monitoring SA showed apneic and apneic progression,1,sleep apnea
SA,Study examined SA patients with obstructive and episodes,2,sleep apnea
SA,Screening for SA revealed snoring and episodes signs,2,sleep apnea
SA,Clinical presentation of SA included obstructive and CPAP,3,sleep apnea
SA,Screening for SA revealed obstructive and CPAP signs,2,sleep apnea
SA,Analysis of SA demonstrated obstructive with CPAP,2,sleep apnea
SA,Medical report documented SA with episodes and CPAP,3,sleep apnea
SA,Evaluation of SA detected apneic and snoring markers,2,sleep apnea
SA,Screening for SA revealed episodes and breathing signs,2,sleep apnea
SA,Analysis of SA demonstrated apneic with breathing,2,sleep apnea
SA,Monitoring SA showed snoring and episodes progression,1,sleep apnea
SA,SA assessment showed obstructive and CPAP indicators,0,sleep apnea
SA,SA assessment showed CPAP and breathing indicators,0,sleep apnea
SA,Research on SA identified breathing and snoring patterns,2,sleep apnea
SA,Patient with SA showing apneic and CPAP findings,2,sleep apnea
SA,Analysis of SA demonstrated snoring with episodes,2,sleep apnea
SA,Investigation into SA found obstructive with episodes evidence,2,sleep apnea
SA,Patient with SA showing breathing and breathing findings,2,sleep apnea
SA,SA assessment showed episodes and breathing indicators,0,sleep apnea
SA,The SA diagnosis revealed snoring with breathing present,1,sleep apnea
SA,Screening for SA revealed apneic and CPAP signs,2,sleep apnea
SA,Patient with SA showing breathing and snoring findings,2,sleep apnea
SA,The SA diagnosis revealed episodes with episodes present,1,sleep apnea
SA,Patient with SA showing CPAP and apneic findings,2,sleep apnea
SA,Treatment for SA included episodes and snoring interventions,2,sleep apnea
SA,The SA diagnosis revealed CPAP with CPAP present,1,sleep apnea
SA,Investigation into SA found episodes with episodes evidence,2,sleep apnea
SA,Research on SA identified obstructive and breathing patterns,2,sleep apnea
SA,Study examined SA patients with apneic and episodes,2,sleep apnea
SA,Analysis of SA demonstrated apneic with CPAP,2,sleep apnea
SA,Screening for SA revealed obstructive and snoring signs,2,sleep apnea
SA,Evaluation of SA detected obstructive and apneic markers,2,sleep apnea
SA,Research on SA identified breathing and breathing patterns,2,sleep apnea
SA,The SA case exhibited episodes and snoring characteristics,1,sleep apnea
SA,Evaluation of SA detected obstructive and snoring markers,2,sleep apnea
SA,Study examined SA patients with episodes and CPAP,2,sleep apnea
SA,Research on SA identified breathing and obstructive patterns,2,sleep apnea
SA,The SA case exhibited episodes and breathing characteristics,1,sleep apnea
SA,Study examined SA patients with snoring and snoring,2,sleep apnea
SA,Analysis of SA demonstrated obstructive with breathing,2,sleep apnea
SA,Medical report documented SA with episodes and breathing,3,sleep apnea
SA,SA assessment showed breathing and episodes indicators,0,sleep apnea
SA,Monitoring SA showed obstructive and apneic progression,1,sleep apnea
SA,Clinical presentation of SA included breathing and snoring,3,sleep apnea
SA,The SA case exhibited CPAP and obstructive characteristics,1,sleep apnea
SA,Study examined SA patients with episodes and breathing,2,sleep apnea
SA,Research on SA identified obstructive and obstructive patterns,2,sleep apnea
SA,SA assessment showed CPAP and episodes indicators,0,sleep apnea
SA,Monitoring SA showed apneic and breathing progression,1,sleep apnea
SA,Treatment for SA included obstructive and breathing interventions,2,sleep apnea
SA,Monitoring SA showed apneic and episodes progression,1,sleep apnea
SA,Research on SA identified CPAP and episodes patterns,2,sleep apnea
SA,Analysis of SA demonstrated breathing with CPAP,2,sleep apnea
SA,The SA diagnosis revealed breathing with obstructive present,1,sleep apnea
SA,Diagnosis of SA confirmed apneic and obstructive features,2,sleep apnea
SA,Medical report documented SA with CPAP and snoring,3,sleep apnea
SA,Study examined SA patients with breathing and apneic,2,sleep apnea
SA,The SA case exhibited episodes and CPAP characteristics,1,sleep apnea
SA,Analysis of SA demonstrated CPAP with apneic,2,sleep apnea
SA,Monitoring SA showed breathing and apneic progression,1,sleep apnea
SA,Research on SA identified apneic and breathing patterns,2,sleep apnea
SA,Evaluation of SA detected apneic and breathing markers,2,sleep apnea
SA,Analysis of SA demonstrated obstructive with apneic,2,sleep apnea
SA,Diagnosis of SA confirmed breathing and apneic features,2,sleep apnea
SA,SA assessment showed apneic and CPAP indicators,0,sleep apnea
SA,Study examined SA patients with breathing and episodes,2,sleep apnea
SA,Treatment for SA included CPAP and snoring interventions,2,sleep apnea
SA,Evaluation of SA detected snoring and snoring markers,2,sleep apnea
SA,Study examined SA patients with obstructive and CPAP,2,sleep apnea
SA,Clinical presentation of SA included apneic and breathing,3,sleep apnea
SA,The SA diagnosis revealed episodes with snoring present,1,sleep apnea
SA,Diagnosis of SA confirmed apneic and episodes features,2,sleep apnea
SA,Study examined SA patients with CPAP and obstructive,2,sleep apnea
SA,Medical report documented SA with episodes and episodes,3,sleep apnea
SA,Diagnosis of SA confirmed snoring and snoring features,2,sleep apnea
SA,Study examined SA patients with breathing and snoring,2,sleep apnea
SA,Diagnosis of SA confirmed CPAP and breathing features,2,sleep apnea
SA,Investigation into SA found obstructive with obstructive evidence,2,sleep apnea
SA,Clinical presentation of SA included apneic and apneic,3,sleep apnea
SA,The SA case exhibited breathing and episodes characteristics,1,sleep apnea
SA,Medical report documented SA with snoring and CPAP,3,sleep apnea
SA,Diagnosis of SA confirmed snoring and breathing features,2,sleep apnea
SA,Evaluation of SA detected apneic and obstructive markers,2,sleep apnea
SA,Treatment for SA included apneic and breathing interventions,2,sleep apnea
SA,The SA diagnosis revealed episodes with breathing present,1,sleep apnea
SA,Clinical presentation of SA included breathing and episodes,3,sleep apnea
SA,The SA diagnosis revealed snoring with obstructive present,1,sleep apnea
SA,Diagnosis of SA confirmed episodes and obstructive features,2,sleep apnea
SA,Diagnosis of SA confirmed breathing and CPAP features,2,sleep apnea
SA,Screening for SA revealed breathing and snoring signs,2,sleep apnea
SA,Screening for SA revealed episodes and apneic signs,2,sleep apnea
SA,Treatment for SA included breathing and obstructive interventions,2,sleep apnea
SA,The SA case exhibited apneic and obstructive characteristics,1,sleep apnea
SA,Medical report documented SA with apneic and apneic,3,sleep apnea
SA,Investigation into SA found breathing with apneic evidence,2,sleep apnea
SA,Patient with SA showing obstructive and snoring findings,2,sleep apnea
SA,Study examined SA patients with obstructive and apneic,2,sleep apnea
SA,Monitoring SA showed obstructive and breathing progression,1,sleep apnea
SA,Research on SA identified breathing and episodes patterns,2,sleep apnea
SA,Evaluation of SA detected breathing and snoring markers,2,sleep apnea
SA,Evaluation of SA detected episodes and CPAP markers,2,sleep apnea
SA,Study examined SA patients with apneic and snoring,2,sleep apnea
SA,Study examined SA patients with episodes and apneic,2,sleep apnea
SA,Evaluation of SA detected CPAP and CPAP markers,2,sleep apnea
SA,Study examined SA patients with episodes and obstructive,2,sleep apnea
SA,Patient with SA showing obstructive and breathing findings,2,sleep apnea
SA,SA assessment showed obstructive and snoring indicators,0,sleep apnea
SA,The SA diagnosis revealed breathing with CPAP present,1,sleep apnea
SA,SA assessment showed snoring and apneic indicators,0,sleep apnea
SA,The SA case exhibited snoring and apneic characteristics,1,sleep apnea
SA,Medical report documented SA with breathing and apneic,3,sleep apnea
SA,Diagnosis of SA confirmed episodes and snoring features,2,sleep apnea
SA,The SA diagnosis revealed obstructive with breathing present,1,sleep apnea
SA,The SA diagnosis revealed CPAP with breathing present,1,sleep apnea
SA,Monitoring SA showed breathing and obstructive progression,1,sleep apnea
SA,Monitoring SA showed obstructive and episodes progression,1,sleep apnea
SA,Investigation into SA found apneic with breathing evidence,2,sleep apnea
SA,The SA diagnosis revealed CPAP with snoring present,1,sleep apnea
SA,Study examined SA patients with CPAP and episodes,2,sleep apnea
SA,Clinical presentation of SA included episodes and snoring,3,sleep apnea
SA,Diagnosis of SA confirmed episodes and CPAP features,2,sleep apnea
SA,Diagnosis of SA confirmed CPAP and obstructive features,2,sleep apnea
SA,Study examined SA patients with snoring and CPAP,2,sleep apnea
SA,Evaluation of SA detected breathing and obstructive markers,2,sleep apnea
SA,Research on SA identified CPAP and snoring patterns,2,sleep apnea
SA,Treatment for SA included apneic and snoring interventions,2,sleep apnea
SA,Investigation into SA found snoring with breathing evidence,2,sleep apnea
SA,Monitoring SA showed apneic and snoring progression,1,sleep apnea
SA,SA assessment showed episodes and snoring indicators,0,sleep apnea
SA,The SA diagnosis revealed breathing with episodes present,1,sleep apnea
SA,Medical report documented SA with obstructive and snoring,3,sleep apnea
SA,Diagnosis of SA confirmed snoring and episodes features,2,sleep apnea
SA,Clinical presentation of SA included CPAP and breathing,3,sleep apnea
SA,Investigation into SA found CPAP with breathing evidence,2,sleep apnea
SA,Evaluation of SA detected episodes and breathing markers,2,sleep apnea
SA,Research on SA identified CPAP and apneic patterns,2,sleep apnea
SA,Medical report documented SA with alcohol and rehabilitation,3,substance abuse
SA,Analysis of SA demonstrated treatment with dependence,2,substance abuse
SA,Medical report documented SA with treatment and rehabilitation,3,substance abuse
SA,Study examined SA patients with drugs and alcohol,2,substance abuse
SA,The SA case exhibited dependence and treatment characteristics,1,substance abuse
SA,Clinical presentation of SA included dependence and drugs,3,substance abuse
SA,The SA diagnosis revealed drugs with addiction present,1,substance abuse
SA,Clinical presentation of SA included dependence and addiction,3,substance abuse
SA,SA assessment showed dependence and drugs indicators,0,substance abuse
SA,SA assessment showed addiction and drugs indicators,0,substance abuse
SA,SA assessment showed dependence and rehabilitation indicators,0,substance abuse
SA,Investigation into SA found addiction with drugs evidence,2,substance abuse
SA,Patient with SA showing treatment and drugs findings,2,substance abuse
SA,Investigation into SA found treatment with rehabilitation evidence,2,substance abuse
SA,Clinical presentation of SA included drugs and drugs,3,substance abuse
SA,Screening for SA revealed treatment and rehabilitation signs,2,substance abuse
SA,Treatment for SA included treatment and alcohol interventions,2,substance abuse
SA,Clinical presentation of SA included treatment and dependence,3,substance abuse
SA,The SA diagnosis revealed dependence with treatment present,1,substance abuse
SA,The SA case exhibited drugs and dependence characteristics,1,substance abuse
SA,Evaluation of SA detected alcohol and treatment markers,2,substance abuse
SA,Monitoring SA showed treatment and addiction progression,1,substance abuse
SA,Medical report documented SA with rehabilitation and addiction,3,substance abuse
SA,Monitoring SA showed alcohol and alcohol progression,1,substance abuse
SA,Research on SA identified dependence and alcohol patterns,2,substance abuse
SA,Monitoring SA showed drugs and alcohol progression,1,substance abuse
SA,Monitoring SA showed dependence and drugs progression,1,substance abuse
SA,SA assessment showed addiction and treatment indicators,0,substance abuse
SA,Diagnosis of SA confirmed drugs and alcohol features,2,substance abuse
SA,The SA case exhibited dependence and drugs characteristics,1,substance abuse
SA,Clinical presentation of SA included alcohol and treatment,3,substance abuse
SA,SA assessment showed drugs and drugs indicators,0,substance abuse
SA,Research on SA identified dependence and dependence patterns,2,substance abuse
SA,Diagnosis of SA confirmed addiction and rehabilitation features,2,substance abuse
SA,Analysis of SA demonstrated dependence with addiction,2,substance abuse
SA,SA assessment showed alcohol and dependence indicators,0,substance abuse
SA,Research on SA identified treatment and drugs patterns,2,substance abuse
SA,Diagnosis of SA confirmed dependence and alcohol features,2,substance abuse
SA,Investigation into SA found alcohol with treatment evidence,2,substance abuse
SA,Treatment for SA included alcohol and drugs interventions,2,substance abuse
SA,Medical report documented SA with addiction and treatment,3,substance abuse
SA,The SA diagnosis revealed drugs with alcohol present,1,substance abuse
SA,Evaluation of SA detected treatment and addiction markers,2,substance abuse
SA,Study examined SA patients with rehabilitation and rehabilitation,2,substance abuse
SA,Study examined SA patients with rehabilitation and drugs,2,substance abuse
SA,Evaluation of SA detected drugs and addiction markers,2,substance abuse
SA,Investigation into SA found treatment with addiction evidence,2,substance abuse
SA,Diagnosis of SA confirmed dependence and rehabilitation features,2,substance abuse
SA,Patient with SA showing rehabilitation and drugs findings,2,substance abuse
SA,Analysis of SA demonstrated drugs with treatment,2,substance abuse
SA,Clinical presentation of SA included alcohol and alcohol,3,substance abuse
SA,Evaluation of SA detected rehabilitation and treatment markers,2,substance abuse
SA,Screening for SA revealed rehabilitation and alcohol signs,2,substance abuse
SA,Research on SA identified dependence and addiction patterns,2,substance abuse
SA,Patient with SA showing drugs and addiction findings,2,substance abuse
SA,Monitoring SA showed alcohol and rehabilitation progression,1,substance abuse
SA,Research on SA identified dependence and rehabilitation patterns,2,substance abuse
SA,Monitoring SA showed treatment and rehabilitation progression,1,substance abuse
SA,Screening for SA revealed addiction and alcohol signs,2,substance abuse
SA,Diagnosis of SA confirmed drugs and treatment features,2,substance abuse
SA,Treatment for SA included addiction and dependence interventions,2,substance abuse
SA,Research on SA identified dependence and treatment patterns,2,substance abuse
SA,Evaluation of SA detected addiction and treatment markers,2,substance abuse
SA,Screening for SA revealed dependence and alcohol signs,2,substance abuse
SA,Study examined SA patients with rehabilitation and treatment,2,substance abuse
SA,Investigation into SA found treatment with treatment evidence,2,substance abuse
SA,Screening for SA revealed treatment and addiction signs,2,substance abuse
SA,Screening for SA revealed addiction and dependence signs,2,substance abuse
SA,Research on SA identified addiction and treatment patterns,2,substance abuse
SA,Medical report documented SA with addiction and addiction,3,substance abuse
SA,Treatment for SA included treatment and treatment interventions,2,substance abuse
SA,SA assessment showed drugs and alcohol indicators,0,substance abuse
SA,Evaluation of SA detected rehabilitation and rehabilitation markers,2,substance abuse
SA,Clinical presentation of SA included treatment and treatment,3,substance abuse
SA,Investigation into SA found dependence with dependence evidence,2,substance abuse
SA,Treatment for SA included rehabilitation and alcohol interventions,2,substance abuse
SA,Diagnosis of SA confirmed dependence and treatment features,2,substance abuse
SA,Monitoring SA showed addiction and rehabilitation progression,1,substance abuse
SA,Research on SA identified drugs and addiction patterns,2,substance abuse
SA,Research on SA identified rehabilitation and addiction patterns,2,substance abuse
SA,Monitoring SA showed drugs and drugs progression,1,substance abuse
SA,Investigation into SA found rehabilitation with dependence evidence,2,substance abuse
SA,Analysis of SA demonstrated dependence with dependence,2,substance abuse
SA,Study examined SA patients with alcohol and treatment,2,substance abuse
SA,Screening for SA revealed rehabilitation and drugs signs,2,substance abuse
SA,Medical report documented SA with addiction and dependence,3,substance abuse
SA,Medical report documented SA with drugs and addiction,3,substance abuse
SA,Evaluation of SA detected drugs and rehabilitation markers,2,substance abuse
SA,Screening for SA revealed treatment and drugs signs,2,substance abuse
SA,Diagnosis of SA confirmed addiction and treatment features,2,substance abuse
SA,The SA case exhibited addiction and rehabilitation characteristics,1,substance abuse
SA,Diagnosis of SA confirmed treatment and addiction features,2,substance abuse
SA,The SA diagnosis revealed treatment with rehabilitation present,1,substance abuse
SA,Patient with SA showing addiction and drugs findings,2,substance abuse
SA,SA assessment showed addiction and dependence indicators,0,substance abuse
SA,The SA diagnosis revealed rehabilitation with alcohol present,1,substance abuse
SA,Investigation into SA found alcohol with addiction evidence,2,substance abuse
SA,Screening for SA revealed addiction and drugs signs,2,substance abuse
SA,The SA case exhibited rehabilitation and dependence characteristics,1,substance abuse
SA,Analysis of SA demonstrated alcohol with alcohol,2,substance abuse
SA,The SA diagnosis revealed treatment with treatment present,1,substance abuse
SA,Investigation into SA found dependence with addiction evidence,2,substance abuse
SA,The SA diagnosis revealed alcohol with addiction present,1,substance abuse
SA,Patient with SA showing addiction and treatment findings,2,substance abuse
SA,Screening for SA revealed rehabilitation and addiction signs,2,substance abuse
SA,The SA diagnosis revealed dependence with dependence present,1,substance abuse
SA,Diagnosis of SA confirmed drugs and dependence features,2,substance abuse
SA,Patient with SA showing alcohol and rehabilitation findings,2,substance abuse
SA,SA assessment showed addiction and alcohol indicators,0,substance abuse
SA,Diagnosis of SA confirmed rehabilitation and rehabilitation features,2,substance abuse
SA,Screening for SA revealed dependence and rehabilitation signs,2,substance abuse
SA,Analysis of SA demonstrated treatment with drugs,2,substance abuse
SA,SA assessment showed rehabilitation and alcohol indicators,0,substance abuse
SA,Evaluation of SA detected rehabilitation and alcohol markers,2,substance abuse
SA,Medical report documented SA with dependence and treatment,3,substance abuse
SA,Treatment for SA included rehabilitation and treatment interventions,2,substance abuse
SA,Analysis of SA demonstrated addiction with addiction,2,substance abuse
SA,Research on SA identified alcohol and treatment patterns,2,substance abuse
SA,Medical report documented SA with treatment and addiction,3,substance abuse
SA,Investigation into SA found dependence with rehabilitation evidence,2,substance abuse
SA,Analysis of SA demonstrated dependence with rehabilitation,2,substance abuse
SA,The SA case exhibited dependence and dependence characteristics,1,substance abuse
SA,The SA diagnosis revealed treatment with alcohol present,1,substance abuse
SA,SA assessment showed alcohol and addiction indicators,0,substance abuse
SA,Medical report documented SA with dependence and addiction,3,substance abuse
SA,Patient with SA showing treatment and dependence findings,2,substance abuse
SA,Analysis of SA demonstrated addiction with dependence,2,substance abuse
SA,The SA diagnosis revealed drugs with treatment present,1,substance abuse
SA,Patient with SA showing dependence and dependence findings,2,substance abuse
SA,Study examined SA patients with treatment and dependence,2,substance abuse
SA,Study examined SA patients with dependence and treatment,2,substance abuse
SA,SA assessment showed drugs and addiction indicators,0,substance abuse
SA,The SA case exhibited addiction and addiction characteristics,1,substance abuse
SA,Investigation into SA found addiction with alcohol evidence,2,substance abuse
SA,Study examined SA patients with rehabilitation and alcohol,2,substance abuse
SA,Treatment for SA included addiction and treatment interventions,2,substance abuse
SA,Investigation into SA found treatment with drugs evidence,2,substance abuse
SA,Investigation into SA found alcohol with alcohol evidence,2,substance abuse
SA,Treatment for SA included treatment and rehabilitation interventions,2,substance abuse
SA,Monitoring SA showed rehabilitation and addiction progression,1,substance abuse
SA,Medical report documented SA with dependence and alcohol,3,substance abuse
SA,Clinical presentation of SA included alcohol and dependence,3,substance abuse
SA,Analysis of SA demonstrated alcohol with drugs,2,substance abuse
SA,Study examined SA patients with alcohol and rehabilitation,2,substance abuse
SA,Study examined SA patients with addiction and drugs,2,substance abuse
SA,Clinical presentation of SA included addiction and addiction,3,substance abuse
SA,Patient with SA showing drugs and rehabilitation findings,2,substance abuse
SA,The SA case exhibited alcohol and drugs characteristics,1,substance abuse
SA,SA assessment showed alcohol and treatment indicators,0,substance abuse
SA,Analysis of SA demonstrated treatment with rehabilitation,2,substance abuse
SA,Monitoring SA showed alcohol and dependence progression,1,substance abuse
SA,Medical report documented SA with rehabilitation and drugs,3,substance abuse
SA,Clinical presentation of SA included treatment and addiction,3,substance abuse
SA,Study examined SA patients with alcohol and drugs,2,substance abuse
SA,Study examined SA patients with treatment and rehabilitation,2,substance abuse
SA,The SA case exhibited addiction and dependence characteristics,1,substance abuse
SA,Clinical presentation of SA included alcohol and rehabilitation,3,substance abuse
SA,The SA case exhibited dependence and alcohol characteristics,1,substance abuse
SA,Investigation into SA found alcohol with drugs evidence,2,substance abuse
SA,Analysis of SA demonstrated dependence with alcohol,2,substance abuse
SA,Evaluation of SA detected treatment and dependence markers,2,substance abuse
SA,Treatment for SA included drugs and rehabilitation interventions,2,substance abuse
SA,Analysis of SA demonstrated rehabilitation with addiction,2,substance abuse
SA,Research on SA identified treatment and rehabilitation patterns,2,substance abuse
SA,Screening for SA revealed alcohol and rehabilitation signs,2,substance abuse
SA,Diagnosis of SA confirmed drugs and rehabilitation features,2,substance abuse
SA,Treatment for SA included alcohol and alcohol interventions,2,substance abuse
SA,Clinical presentation of SA included rehabilitation and alcohol,3,substance abuse
SA,SA assessment showed treatment and addiction indicators,0,substance abuse
SA,The SA diagnosis revealed addiction with alcohol present,1,substance abuse
SA,Evaluation of SA detected addiction and drugs markers,2,substance abuse
SA,Analysis of SA demonstrated dependence with treatment,2,substance abuse
SA,Investigation into SA found rehabilitation with alcohol evidence,2,substance abuse
SA,Medical report documented SA with rehabilitation and dependence,3,substance abuse
SA,Analysis of SA demonstrated rehabilitation with rehabilitation,2,substance abuse
SA,The SA diagnosis revealed dependence with rehabilitation present,1,substance abuse
SA,Investigation into SA found addiction with rehabilitation evidence,2,substance abuse
SA,Screening for SA revealed dependence and treatment signs,2,substance abuse
SA,Analysis of SA demonstrated drugs with rehabilitation,2,substance abuse
SA,The SA diagnosis revealed addiction with dependence present,1,substance abuse
SA,Evaluation of SA detected alcohol and dependence markers,2,substance abuse
SA,The SA case exhibited treatment and dependence characteristics,1,substance abuse
SA,Patient with SA showing addiction and addiction findings,2,substance abuse
SA,Medical report documented SA with alcohol and dependence,3,substance abuse
SA,Clinical presentation of SA included alcohol and addiction,3,substance abuse
SA,Treatment for SA included addiction and alcohol interventions,2,substance abuse
SA,Investigation into SA found treatment with alcohol evidence,2,substance abuse
SA,Study examined SA patients with dependence and rehabilitation,2,substance abuse
SA,The SA case exhibited addiction and drugs characteristics,1,substance abuse
SA,Patient with SA showing alcohol and drugs findings,2,substance abuse
SA,The SA case exhibited drugs and treatment characteristics,1,substance abuse
SA,Screening for SA revealed treatment and alcohol signs,2,substance abuse
SA,Monitoring SA showed treatment and treatment progression,1,substance abuse
SA,Medical report documented SA with treatment and treatment,3,substance abuse
SA,Patient with SA showing dependence and rehabilitation findings,2,substance abuse
SA,The SA diagnosis revealed drugs with rehabilitation present,1,substance abuse
SA,The SA diagnosis revealed rehabilitation with addiction present,1,substance abuse
SA,Screening for SA revealed rehabilitation and dependence signs,2,substance abuse
SA,Screening for SA revealed treatment and dependence signs,2,substance abuse
SA,Treatment for SA included alcohol and dependence interventions,2,substance abuse
